loss,Accuracy,F1-Score
1.256570405,0.510693184,0.502563696
1.241517904,0.529697354,0.516009302
1.302725185,0.448158211,0.430761477
1.211893597,0.556016349,0.553390219
1.260053895,0.478970535,0.465736734
1.375928355,0.48574388,0.477154022
1.258359821,0.534034902,0.530319841
1.252533878,0.48286909,0.475916814
1.194469491,0.53348946,0.530282429
1.288397855,0.508344843,0.492857133
1.324232511,0.455150647,0.457142451
1.386071398,0.461617719,0.460493254
1.357715152,0.50596662,0.500714262
1.38659985,0.380844273,0.375098528
1.256942664,0.517810495,0.506158606
1.383968415,0.44384288,0.44121145
1.421000255,0.442271077,0.416527458
1.271975446,0.499200626,0.495499534
1.27360092,0.5039781,0.488631694
1.345258068,0.414700567,0.395708125
1.239351002,0.506018715,0.49826266
1.489574927,0.401241063,0.404560154
1.390906321,0.445771103,0.440664209
1.331657614,0.489776981,0.471263629
1.384779783,0.421235767,0.419774576
1.193294339,0.551783782,0.54558202
1.226516127,0.512581187,0.507936074
1.288651356,0.483338489,0.481330944
1.335181427,0.467805611,0.456990261
1.227610958,0.548826742,0.535115996
1.192442619,0.551250802,0.545001756
1.256731857,0.555835165,0.543193281
1.277919347,0.486844174,0.48183794
1.295499783,0.486144225,0.491748013
1.194641884,0.533975033,0.523872465
1.28416301,0.508201464,0.493466104
1.226020395,0.496113261,0.492955373
1.20588978,0.5223507,0.496230952
1.392029819,0.442550929,0.432974341
1.226433106,0.498969294,0.486056119
1.217323588,0.524496797,0.512687276
1.342664563,0.485380226,0.491616639
1.113606753,0.600205782,0.610666037
1.320153401,0.49132788,0.477757333
1.323645105,0.476737021,0.458720801
1.345329969,0.464549414,0.453377764
1.374378894,0.453539717,0.442509186
1.359213362,0.451114588,0.438682101
1.313301103,0.47040347,0.470489318
1.168340575,0.612745599,0.609563167
1.22404358,0.532195597,0.52137609
1.264371103,0.533464796,0.511413338
1.325614583,0.530781231,0.52866928
1.293557858,0.514611814,0.492589957
1.237186312,0.537453781,0.529415333
1.21178923,0.53621578,0.520216934
1.344286662,0.471559762,0.47536584
1.407446807,0.408520511,0.397881548
1.330909397,0.529738985,0.516799875
1.275146729,0.5095726,0.492720736
1.341604576,0.453736268,0.428658206
1.10510487,0.579956724,0.577632986
1.35360346,0.51313692,0.502971781
1.289110926,0.513384676,0.504623796
1.318354981,0.46775503,0.469945636
1.303180887,0.519257858,0.522653369
1.333498665,0.486496389,0.476352919
1.31380286,0.522218415,0.517050006
1.090061812,0.585231719,0.580126474
1.212586312,0.496152369,0.473457184
1.375552519,0.461889544,0.444992447
1.56188052,0.357627472,0.342183759
1.281739592,0.535524575,0.532235385
1.348214989,0.472324,0.458642703
1.384302188,0.445710515,0.433302673
1.372498198,0.436481356,0.422552308
1.211894082,0.535589255,0.520048227
1.235781909,0.504187638,0.491545511
1.449442426,0.41171914,0.390327274
1.389866175,0.429329494,0.42901063
1.317064499,0.490406897,0.491560239
1.315698693,0.486572407,0.47398026
1.230314871,0.54151825,0.53496322
1.400478279,0.45484007,0.437452324
1.463449191,0.354456067,0.353392905
1.448157729,0.467310207,0.456657661
1.268067381,0.533640352,0.508793624
1.278946701,0.511205459,0.498410131
1.324030917,0.458224841,0.436649524
1.26700515,0.502300294,0.496044103
1.353209298,0.438145395,0.424954078
1.417868201,0.424534341,0.408016883
1.335049591,0.468251554,0.449493703
1.19619108,0.515945516,0.499701801
1.257596441,0.52862694,0.512021291
1.295004135,0.50006236,0.494690927
1.302644069,0.47915348,0.470591601
1.208984967,0.544688008,0.537222067
1.331109339,0.45997936,0.449220853
1.400946552,0.461683727,0.447732566
1.26997543,0.516252411,0.50272757
1.340437777,0.459838493,0.443730909
1.450377912,0.442108188,0.426512523
1.277283509,0.52400523,0.515755613
1.222829882,0.529574374,0.527044122
1.375671152,0.446685126,0.442646429
1.222456478,0.507111389,0.501585768
1.437280734,0.449607456,0.44656447
1.090358124,0.574519279,0.576961018
1.243709703,0.516871101,0.493161467
1.410129796,0.419767959,0.410797695
1.271429023,0.530119686,0.522189917
1.207988254,0.520156609,0.517301612
1.344015945,0.47317204,0.471255026
1.45090597,0.397457357,0.399464123
1.25173637,0.534569422,0.518640254
1.292609401,0.529518232,0.509545253
1.343121659,0.506509023,0.504803998
1.376605195,0.482887251,0.468086069
1.083266702,0.657380603,0.636939748
1.321880421,0.492313703,0.469784073
1.385589859,0.522138277,0.511176373
1.239597362,0.527803473,0.518436308
1.344330574,0.509934325,0.486001418
1.203565139,0.510273866,0.514774538
1.380467919,0.435421294,0.43325713
1.241335028,0.561008827,0.550938671
1.344663465,0.494507321,0.484864589
1.270409882,0.489675303,0.461727372
1.234716661,0.506755329,0.493559728
1.45392677,0.431051694,0.422713517
1.232322864,0.509643479,0.498508366
1.408715924,0.515837369,0.500178041
1.268363742,0.499872514,0.483861615
1.179183901,0.553639396,0.536699529
1.332215227,0.458505982,0.447144846
1.1372287,0.56873236,0.554243777
1.439376474,0.435387583,0.429626338
1.247159251,0.536216885,0.531071595
1.281151144,0.48613655,0.491747572
1.230069188,0.497430701,0.493735076
0.996866815,0.647649681,0.635160764
1.234698273,0.52273287,0.507787988
1.210880613,0.529247541,0.517457446
1.411206578,0.378389881,0.361762939
1.405681838,0.378822571,0.364117993
1.269537199,0.445169057,0.433482949
1.188253961,0.536973397,0.523731653
1.204904457,0.529030968,0.516074383
1.284807304,0.517821875,0.502777957
1.35698983,0.464381749,0.447295138
1.196876857,0.542478289,0.535538144
1.465422116,0.432042648,0.431716663
1.304785162,0.476500699,0.454296097
1.251774402,0.533455766,0.524937145
1.241114417,0.549377613,0.536694279
1.18196151,0.558094879,0.550421202
1.245078327,0.495172496,0.482006177
1.386187165,0.415765539,0.390909812
1.356700187,0.478653264,0.463271961
1.286921514,0.477424003,0.461294973
1.266472037,0.521233081,0.512103333
1.286365593,0.491286816,0.491816203
1.307427397,0.458830884,0.450116249
1.265720069,0.52604576,0.528760639
1.20037951,0.553160566,0.547616827
1.393398668,0.438585664,0.415815508
1.215115256,0.543514718,0.533525473
1.331021205,0.476859264,0.486681397
1.285574471,0.507756147,0.509617349
1.219785742,0.501510729,0.490281298
1.443410088,0.421395089,0.414548202
1.253151449,0.556591195,0.538290212
1.40807602,0.454655266,0.453832293
1.562020175,0.362668217,0.3630906
1.15859591,0.565237161,0.559532051
1.257803924,0.481634327,0.444275762
1.371602321,0.477762177,0.466474767
1.268381739,0.478181637,0.475535539
