loss,Accuracy,F1-Score
1.398851302,0.462990878,0.450792388
1.295154197,0.498400334,0.485123336
1.415809777,0.393378856,0.372975593
1.168907681,0.544638842,0.526628614
1.255798905,0.501636021,0.501347366
1.310338619,0.485796952,0.472822398
1.394985529,0.390357461,0.381422077
1.319889521,0.482145583,0.480444347
1.407533165,0.433025456,0.415305629
1.366879864,0.446529939,0.429710325
1.333869709,0.496035029,0.4795163
1.441538603,0.430052282,0.425222337
1.439668795,0.41327581,0.387684793
1.322017115,0.502554268,0.494525127
1.400620394,0.456676126,0.458352699
1.259880509,0.479203191,0.456765449
1.284264863,0.536703114,0.531602786
1.366050725,0.459747589,0.45634451
1.255574703,0.556105434,0.550563065
1.378314729,0.428356001,0.41636424
1.421838882,0.423167696,0.403562397
1.3363745,0.451795319,0.43411912
1.3616488,0.493974596,0.471144187
1.283631674,0.497032178,0.479831641
1.369492599,0.44135827,0.432482558
1.44527539,0.415671077,0.417958393
1.408751651,0.409785684,0.401636335
1.418101412,0.437147907,0.421999327
1.209369762,0.558960163,0.547043166
1.219872139,0.533263879,0.520064934
1.243283068,0.468201368,0.459447159
1.477960023,0.374813877,0.360836935
1.459721749,0.415183472,0.409742767
1.380670121,0.422169052,0.423945556
1.422079354,0.418200547,0.401924156
1.409291444,0.481655115,0.458211692
1.303185453,0.483620613,0.470521645
1.455462634,0.401988198,0.392755575
1.281433114,0.51058284,0.499448595
1.351379537,0.47222707,0.463554609
1.339957166,0.478301429,0.469754227
1.331972224,0.486129677,0.475679279
1.402656289,0.453852615,0.444209969
1.308972538,0.503421751,0.510333636
1.290650365,0.518695824,0.499285986
1.503889055,0.369994889,0.353360664
1.344320478,0.484503717,0.472829134
1.389548176,0.440870565,0.435754239
1.290903017,0.528862102,0.510798418
1.277498872,0.530587538,0.514901886
1.410413863,0.383682698,0.374375712
1.450116667,0.378717144,0.370201137
1.375247225,0.436902477,0.424266229
1.25353733,0.506486154,0.50041412
1.251477941,0.521798411,0.494581529
1.266738712,0.466809746,0.460885186
1.394419843,0.426554954,0.418108031
1.264028647,0.513633659,0.487411983
1.253987835,0.513971061,0.505311368
1.319919367,0.529353679,0.517058155
1.449474923,0.431100229,0.41644104
1.396045172,0.470177291,0.465240416
1.406912819,0.47090533,0.464382876
1.372410463,0.471234866,0.46088615
1.148074087,0.641146827,0.632749488
1.405109044,0.437049723,0.429488308
1.288649223,0.50658802,0.494570809
1.301605899,0.492676604,0.484225017
1.357194404,0.473868548,0.464946247
1.227076664,0.494855006,0.472782663
1.175677535,0.540128649,0.524047496
1.3113148,0.501569447,0.489534228
1.246844219,0.50872402,0.491978903
1.220319221,0.521817661,0.519124158
1.322983993,0.500426144,0.488256276
1.370849315,0.452447803,0.437709353
1.389872801,0.468304352,0.459397771
1.275472372,0.494320089,0.481524103
1.175861247,0.611342284,0.606105062
1.388903711,0.457293634,0.44243465
1.325381635,0.477643918,0.463677764
1.32213266,0.478952824,0.456320901
1.411147164,0.447713109,0.435920011
1.152964591,0.55523968,0.548519142
1.36694625,0.478680257,0.461902553
1.361722697,0.466116377,0.453807954
1.306782874,0.488223514,0.484079036
1.412393679,0.482101151,0.472005934
1.34104072,0.466576254,0.447000703
1.263323174,0.522518251,0.522293717
1.398234146,0.446356729,0.444816379
1.372596331,0.448133816,0.431813862
1.327038822,0.467770126,0.455068837
1.329639914,0.506857793,0.487160763
1.228491853,0.563859136,0.56268797
1.360742692,0.477612821,0.469534521
1.433879701,0.395970951,0.375822326
1.251656633,0.489936203,0.477492708
1.224752028,0.545832917,0.549075798
1.206899342,0.58487572,0.560166096
1.385537451,0.479598268,0.467631479
1.498658934,0.371827787,0.366411526
1.257106765,0.483236089,0.474188336
1.276036477,0.497293358,0.492805583
1.422243151,0.441093117,0.428171933
1.346492435,0.473101553,0.473254004
1.422959272,0.404773987,0.40168306
1.200848612,0.531626945,0.521833878
1.429626986,0.446066346,0.443985465
1.375437616,0.433142885,0.429129697
1.402132079,0.429236497,0.400458902
1.312480675,0.491801308,0.487060085
1.257148625,0.485845655,0.484064668
1.435034739,0.42490826,0.412756075
1.381650557,0.455686916,0.450209252
1.247943725,0.522778306,0.523684722
1.296022325,0.548248329,0.543710261
1.215554188,0.540753622,0.538771272
1.359650332,0.448960759,0.447167999
1.369422653,0.457897868,0.456036621
1.121783808,0.600742416,0.593040836
1.274332318,0.478749555,0.465390449
1.240364773,0.494600959,0.476351054
1.391309871,0.446650548,0.418621204
1.279383423,0.489154715,0.479899796
1.162060141,0.6140294,0.597251132
1.279979864,0.500479245,0.496661987
1.280469725,0.474247119,0.460794014
1.450493549,0.418489236,0.409643455
1.217359052,0.568334186,0.545373252
1.300546038,0.511760286,0.502646767
1.305673502,0.516965114,0.514087554
1.332624422,0.502467256,0.505851128
1.285768883,0.517119952,0.508028442
1.312433148,0.487498529,0.474350051
1.308854275,0.498888989,0.487792389
1.463159965,0.369377907,0.356182997
1.111364129,0.570338053,0.562136058
1.353599718,0.457322345,0.442407333
1.375103812,0.45454383,0.439628966
1.381028367,0.47022724,0.459754524
1.313401941,0.496702465,0.47666052
1.313119333,0.520712288,0.513195515
1.36691125,0.460884037,0.450860987
1.293453055,0.4918726,0.489369993
1.259897836,0.512265327,0.510886985
1.080354835,0.605729733,0.604919074
1.281569727,0.484100283,0.476549332
1.44617102,0.414719426,0.405548607
1.203347748,0.518363088,0.501065458
1.373229433,0.491099545,0.479550014
1.305335104,0.476281802,0.474710634
1.125502684,0.587623096,0.567714067
1.387693847,0.433494263,0.429681062
1.43819519,0.393887023,0.377990994
1.276587532,0.538519113,0.535875403
1.258753264,0.50747915,0.508106963
1.345406657,0.483582216,0.470175466
1.425475128,0.423741427,0.403771182
1.42243582,0.473082078,0.471406665
1.277072977,0.532473743,0.522391781
1.248012653,0.517284586,0.510668347
1.286582614,0.489002024,0.454713356
1.28449032,0.493905748,0.47825101
1.378227908,0.492372984,0.47982998
1.268723084,0.518979873,0.506316561
1.291754551,0.511146555,0.504021878
1.269545742,0.505292289,0.491880747
1.205963755,0.513405952,0.508075344
1.525037306,0.319188085,0.300100047
1.319505507,0.530793347,0.508643281
1.335514576,0.409773276,0.392656689
1.315222175,0.499306354,0.489253334
1.144772224,0.599949527,0.593391008
1.288585966,0.493927992,0.482523582
1.237619004,0.534502469,0.520117134
1.253877753,0.471871741,0.467957507
1.266976065,0.490459285,0.487903639
1.247440976,0.50731568,0.501936085
1.210137151,0.506685241,0.483513837
1.525032182,0.377240784,0.376439878
1.202104505,0.530060565,0.530570619
1.231981241,0.504066125,0.485627397
1.324835259,0.479947466,0.474040271
1.268352666,0.540758421,0.534291767
1.20634336,0.563087115,0.546391575
1.391407448,0.446573383,0.439591329
1.152388231,0.598527213,0.587448079
1.321794553,0.482803595,0.485750652
1.353654184,0.418128466,0.411012847
1.292942252,0.45966918,0.454248894
1.236516873,0.522885736,0.513210462
1.328220341,0.489768498,0.486766085
1.239498285,0.525965411,0.521199537
1.227407218,0.512708191,0.508425556
1.374014589,0.509218899,0.511471708
1.314820142,0.480405271,0.471504695
1.247326181,0.538710053,0.521924136
1.272983103,0.523695968,0.513037901
1.346937819,0.431231541,0.42301935
1.349733739,0.453654908,0.448554235
1.373700276,0.506708209,0.506648913
1.262343534,0.452793048,0.444421218
1.367429777,0.436513593,0.427751581
1.2996403,0.533412061,0.508729497
1.227408863,0.532952449,0.516885499
1.28045996,0.497122165,0.489161216
1.171349055,0.549787371,0.538996366
1.236100846,0.529841253,0.527526188
1.490080278,0.405097608,0.400870594
1.286183113,0.500269908,0.493057927
1.255153718,0.506531768,0.498259861
1.219719385,0.558271764,0.555146613
1.341670748,0.490888894,0.486195004
1.305605291,0.438415875,0.43548948
1.213120674,0.532484981,0.513749139
1.289659997,0.496643742,0.492595351
1.282782581,0.48816389,0.482530886
1.45936569,0.426690543,0.411750373
1.361169773,0.483781816,0.474851297
1.297962632,0.512672241,0.5130711
1.265606518,0.526168758,0.513047593
1.311227475,0.464630545,0.460518356
1.22590171,0.547375301,0.537157521
1.282022992,0.523572927,0.516741846
1.338404264,0.472912331,0.478071496
1.315975874,0.550280455,0.541093009
1.228904168,0.556846797,0.533816899
1.339170084,0.480729924,0.482979417
1.291017221,0.493389847,0.492801889
1.132513265,0.617312502,0.613126841
1.233099208,0.500711607,0.499056318
1.232603799,0.535397105,0.529859134
1.398529588,0.437156384,0.431294611
1.181681655,0.590924388,0.584746145
1.377741403,0.481017095,0.475491505
1.387871697,0.515371587,0.517904572
1.281344436,0.501559203,0.49550604
1.269031903,0.502530862,0.50586318
1.28800001,0.491192686,0.490013383
1.446956366,0.391366386,0.391184547
1.304361328,0.500448755,0.493867574
1.292673799,0.501404263,0.496568909
1.276609247,0.513273563,0.487173643
1.434903941,0.409029464,0.398021348
1.396217327,0.441859416,0.428761845
1.197280864,0.54316706,0.537314567
1.365936549,0.482577766,0.459222399
1.424510886,0.413217243,0.3938187
1.210433368,0.56187822,0.550045573
1.181051736,0.536779978,0.537039086
1.423389951,0.430214424,0.423558786
1.354483001,0.429310894,0.423117098
1.25293004,0.489234291,0.475409569
1.292462756,0.508150089,0.503715408
1.260162289,0.497274998,0.489459304
1.171045508,0.609307406,0.609564337
1.16040552,0.545012411,0.538085831
1.376000161,0.456262949,0.443361017
1.19615449,0.537155942,0.535961818
1.314873933,0.481013267,0.470658515
1.463178343,0.37121181,0.366345479
1.344551581,0.466536865,0.44587701
1.19923058,0.571887197,0.544361176
1.218098999,0.523255389,0.502323757
1.237783137,0.518651843,0.497869753
1.310424373,0.498563411,0.468181504
1.375302771,0.414887774,0.413745802
1.285724278,0.499885147,0.474303216
1.379933708,0.499437663,0.473922402
1.471674816,0.399811912,0.379184392
1.172467578,0.613571369,0.604111282
1.497998833,0.383424724,0.372695858
1.423273339,0.384776713,0.371455121
1.165047002,0.570215241,0.568290889
1.232450655,0.558489216,0.558803344
1.245851544,0.526632378,0.522877101
1.332253851,0.49212541,0.479953006
1.326143829,0.463267574,0.450496428
1.279332379,0.524838904,0.499508165
1.337560617,0.496244142,0.49037951
1.429437489,0.435000863,0.425127339
1.274301923,0.505099453,0.498196272
1.132051697,0.586678099,0.586330575
1.306492799,0.484600872,0.468322414
1.313461109,0.528458746,0.516676662
1.206962783,0.56565514,0.563249873
1.332131496,0.481315843,0.467632622
1.305284857,0.507990966,0.496279795
1.356109725,0.468460638,0.448700858
1.306713687,0.474240792,0.472032563
1.335258843,0.481833108,0.465642648
1.445518387,0.407612716,0.39790393
1.385573678,0.504321954,0.494273637
1.096496655,0.593146763,0.586812071
1.276158466,0.474186844,0.466862083
1.338286651,0.469557375,0.446731031
1.375190218,0.463710377,0.448807925
1.339300311,0.496671254,0.475020667
1.328782747,0.479125713,0.477643731
1.27135753,0.491384477,0.483359149
1.286348539,0.494113594,0.481998707
1.486207211,0.408378597,0.399719325
1.201195467,0.552919037,0.534309629
1.30983269,0.48209195,0.47526512
1.315067866,0.532293162,0.528298414
1.359013559,0.47731043,0.451249121
1.43701987,0.427145088,0.426275831
1.283646433,0.450966874,0.444460002
1.206369965,0.569034472,0.564381907
1.281659826,0.539335616,0.53306901
1.405287563,0.425661499,0.414286123
1.153982307,0.566586044,0.571259342
1.17291733,0.574704722,0.565884212
1.311948574,0.501127159,0.505736598
1.431579757,0.380383097,0.379198191
1.210217935,0.501456829,0.498086654
1.294612772,0.526506561,0.513447463
1.284181517,0.47633672,0.48139066
1.189874884,0.531074139,0.518810917
1.274499657,0.487290507,0.46479333
1.256866979,0.568533337,0.548776162
