loss,acc,f1
1.4590838551521301,0.39,0.3699602935203622
1.4856997728347778,0.35,0.34592486651411136
1.518563151359558,0.33999999999999997,0.32794514457887725
1.5039814710617065,0.29500000000000004,0.285188804834955
1.5034676492214203,0.365,0.3680798271739179
1.4791228771209717,0.325,0.3143965593230299
1.4897177815437317,0.36,0.3621175657698069
1.440097063779831,0.43,0.4159899127360427
1.4942748248577118,0.385,0.382873741226144
1.4685274064540863,0.37,0.349991580860473
1.5025194585323334,0.335,0.3218252641078728
1.5490021407604218,0.26,0.2491044503349659
1.4083501100540161,0.445,0.4200031821725186
1.5041924715042114,0.36500000000000005,0.3699977405149703
1.5371755063533783,0.35000000000000003,0.34058851786328564
1.3780226707458496,0.47500000000000003,0.46868562541166525
1.4937549829483032,0.33,0.31671272748082063
1.4819360375404358,0.415,0.4048454246132265
1.4525055587291718,0.32,0.297039110147525
1.4659676551818848,0.335,0.31133175433222543
1.4826118350028992,0.38,0.3600772157913429
1.4192345440387726,0.385,0.36887058890915403
1.4293759763240814,0.395,0.38393454301490376
1.4490605294704437,0.405,0.3948805866774975
1.4203426539897919,0.46,0.4606143592103344
1.3983859419822693,0.435,0.42239391871744814
1.3436680138111115,0.46499999999999997,0.448466319542171
1.4390715956687927,0.38,0.3697380448330778
1.4577549695968628,0.39,0.36701444152309004
1.407106637954712,0.47000000000000003,0.44689127375518545
1.4745333194732666,0.34500000000000003,0.33377755426348776
1.429127424955368,0.405,0.39773612932700564
1.422821819782257,0.42000000000000004,0.40424870554282316
1.333904206752777,0.46499999999999997,0.4561185832907464
1.4098687171936035,0.42500000000000004,0.42013754540877973
1.4546612799167633,0.38,0.37634110007639415
1.3472189605236053,0.47,0.4490320348053556
1.3433281183242798,0.5,0.4925920991931895
1.4638447761535645,0.385,0.3734086607584793
1.302953988313675,0.485,0.47920648798014526
1.3911424577236176,0.405,0.39450208170779577
1.3760374188423157,0.41999999999999993,0.4166534864157694
1.4113605320453644,0.41500000000000004,0.40068913962826336
1.4622297883033752,0.375,0.37251585059994674
1.3806228637695312,0.43,0.41315920231137626
1.4056877195835114,0.38,0.36211455268606296
1.3508419692516327,0.49,0.4742156700555543
1.4222908020019531,0.365,0.35218304552568924
1.42057004570961,0.425,0.4177346917788094
1.3796570301055908,0.44,0.43385413889889596
1.384996622800827,0.435,0.4232655379349416
1.4514111280441284,0.365,0.3553076767424257
1.3666965067386627,0.405,0.4014834965814909
1.36109060049057,0.45499999999999996,0.44682006919236017
1.363960474729538,0.42500000000000004,0.4029881392170394
1.342991977930069,0.45000000000000007,0.4509464000911369
1.363385945558548,0.47,0.45701084453827084
1.4674075543880463,0.42500000000000004,0.41238488501074316
1.3988454341888428,0.43999999999999995,0.43045480330680225
1.3770421743392944,0.445,0.413931737090776
1.503420650959015,0.36000000000000004,0.3583055487908093
1.526342898607254,0.38000000000000006,0.3591073166599482
1.3743228316307068,0.41000000000000003,0.40318968982887404
